candidate_id,proposed_url,page_type,cluster,parent_url,commercial_parent,primary_intent,secondary_intents,district,brand,series,model,condition,gsc_evidence,gsc_clicks,gsc_impressions,gsc_position,commercial_value,local_value,topical_value,unique_content,internal_link_value,positive_score,cannibalization_risk,doorway_risk,thin_content_risk,uniqueness_source,required_inlinks,recommended_outlinks,priority,release_wave,status,reason,locked_core_cluster,cluster_lock_state
B0-0164,/ตัวอย่างเคสประเมิน/case-sony-a7-phibun-mangsahan/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคากล้อง Sony A7 ที่พิบูลมังสาหาร,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0165,/ตัวอย่างเคสประเมิน/case-ps5-rog-ally-secondhand-ubon/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคา PS5 หรือ ROG Ally มือสองในอุบล,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0166,/ตัวอย่างเคสประเมิน/case-notebook-lot-company-warin/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคาโน้ตบุ๊กยกล็อตจากบริษัทในวารินชำราบ,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0167,/ตัวอย่างเคสประเมิน/case-office-computer-lot-mueang-ubon/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคาคอมสำนักงานหลายเครื่องในเมืองอุบล,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0168,/ตัวอย่างเคสประเมิน/case-office-computer-8-units-khueang-nai/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคาคอมบริษัท 8 เครื่องที่เขื่องใน,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0169,/ตัวอย่างเคสประเมิน/case-iphone-15-pro-max-mueang-ubon/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคา iPhone 15 Pro Max ที่เมืองอุบลราชธานี,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0170,/ตัวอย่างเคสประเมิน/case-samsung-galaxy-s-ultra-warin/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคา Samsung Galaxy S Ultra แถววารินชำราบ,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0171,/ตัวอย่างเคสประเมิน/case-gaming-notebook-det-udom/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคาโน้ตบุ๊กเกมมิ่งที่เดชอุดม,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0172,/ตัวอย่างเคสประเมิน/case-ipad-gen-10-apple-pencil-student/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคา iPad Gen 10 พร้อม Apple Pencil จากนักศึกษา,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0173,/ตัวอย่างเคสประเมิน/case-gaming-cafe-pc-gpu-monitor/,example,Proof,/ตัวอย่างเคสประเมิน/,/ตัวอย่างเคสประเมิน/,ตัวอย่างเคสประเมินราคาคอมร้านเกม การ์ดจอ และจอเกมมิ่ง,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ตัวอย่างเคสประเมิน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0174,/ผลงาน/รับซื้อ-macbook-pro-สำโรง/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ MacBook Pro M2 ที่สำโรง — ฟรีแลนซ์อัปเกรดเครื่อง,,samrong,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0175,/ผลงาน/รับซื้อ-dell-นาจะหลวง/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ Dell Inspiron ที่นาจะหลวย — โน้ตบุ๊กเก่าได้เงินก้อน,,na-chaluai,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0176,/ผลงาน/รับซื้อกล้อง-sony-a7iii-เดชอุดม/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อกล้อง Sony A7III ที่เดชอุดม — พร้อมเลนส์ 24-70,,det-udom,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0177,/ผลงาน/รับซื้อ-iphone-13-เมืองอุบล/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ iPhone 13 128GB ที่เมืองอุบล — จ่ายเงินสดทันที,,mueang-ubon,,,,,2,0.0,2.0,10.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0178,/ผลงาน/รับซื้อ-ipad-pro-เมืองอุบล/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ iPad Pro ที่เมืองอุบล — นักเรียนเทิร์นเป็นเงินสด,,mueang-ubon,,,,,2,1.0,1.0,26.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0179,/ผลงาน/รับเทิร์นไอที-เมืองอุบล/,proof,Proof,/ผลงาน/,/ผลงาน/,รับเทิร์น iPad และ iPhone ที่เมืองอุบล — ลูกค้าได้เงินก้อน,,mueang-ubon,,,,,2,0.0,1.0,9.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0180,/ผลงาน/รับซื้อ-oppo-ม่วงสามสิบ/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ OPPO Reno ที่ม่วงสามสิบ — ตอบไว ราคาดี,,muang-sam-sip,,,,,2,0.0,1.0,20.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0181,/ผลงาน/รับซื้อโน้ตบุ๊ก-rog-มหาวิทยาลัยอุบล/,proof,Proof,/ผลงาน/,/ผลงาน/,วันนี้ไปรับโน้ตบุ๊กแถว ม.อุบล — ASUS ROG จ่ายเงินสดทันที,,mueang-ubon,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0182,/ผลงาน/รับซื้อ-iphone-15-pro-max-อุบล-เซ็นทรัล/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ iPhone 15 Pro Max เครื่องศูนย์ไทย นัดรับเซ็นทรัลอุบล,,mueang-ubon,,,,,2,1.0,14.0,9.79,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0183,/ผลงาน/รับซื้อ-sony-a7iv-สิรินธร/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ Sony A7IV ที่สิรินธร — ช่างภาพขายกล้องเก่า,,sirindhorn,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0184,/ผลงาน/รับซื้อ-macbook-air-สำโรง/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ MacBook Air M1 ที่สำโรง — นักศึกษาพอใจราคา,,samrong,,,,,2,0.0,2.0,25.5,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0185,/ผลงาน/รับซื้อ-canon-r6-พิบูลมังสาหาร/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ Canon EOS R6 ที่พิบูลมังสาหาร — ช่างภาพขายกล้อง,,phibun-mangsahan,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0186,/ผลงาน/รับเทิร์นไอที-3-ชิ้น-ตระการพืชผล/,proof,Proof,/ผลงาน/,/ผลงาน/,รับเทิร์นไอที 3 ชิ้น ที่ตระการพืชผล — จบครั้งเดียว,,trakan-phuet-phon,,,,,2,0.0,1.0,34.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0187,/ผลงาน/รับเทิร์น-iphone-14-วารินชำราบ/,proof,Proof,/ผลงาน/,/ผลงาน/,รับเทิร์น iPhone 14 Pro ที่วารินชำราบ — ลูกค้าพอใจราคา,,warin-chamrap,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0188,/ผลงาน/รับเทิร์น-samsung-s24-ขุนหาญ/,proof,Proof,/ผลงาน/,/ผลงาน/,รับเทิร์น Samsung S24 ที่ขุนหาญ ศรีสะเกษ — ราคาไม่เปลี่ยนหลังนัดรับ,,,,,,,2,0.0,1.0,33.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0189,/ผลงาน/รับซื้อ-asus-rog-วารินชำราบ/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ ASUS ROG ที่วารินชำราบ — เกมเมอร์เทิร์นโน้ตบุ๊ก,,warin-chamrap,,,,,2,0.0,1.0,22.0,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0190,/ผลงาน/รับเทิร์น-iphone-15-เดชอุดม/,proof,Proof,/ผลงาน/,/ผลงาน/,รับเทิร์น iPhone 15 ที่เดชอุดม — ไม่ต้องเดินทางไปเมืองอุบล,,det-udom,,,,,2,0.0,2.0,21.5,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0191,/ผลงาน/รับซื้อ-samsung-พิบูลมังสาหาร/,proof,Proof,/ผลงาน/,/ผลงาน/,รับซื้อ Samsung Galaxy ที่พิบูลมังสาหาร — จ่ายเงินสดทันที,,phibun-mangsahan,,,,,2,0.0,6.0,10.17,2,2,3,4,3,16,0,0,0,Existing source content.,/ผลงาน/,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0192,/บริการ/รับซื้อ-macbook-อุบล/macbook-air-m1/,model,Core/Existing,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,MacBook Air M1,,,Apple,,MacBook Air M1,,4,2.0,28.0,9.39,5,4,5,4,3,25,0,0,0,Existing source content.,/บริการ/รับซื้อ-macbook-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,notebook,LOCKED
B0-0193,/บริการ/รับซื้อ-macbook-อุบล/macbook-pro-m1/,model,Core/Existing,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,MacBook Pro M1,,,Apple,,MacBook Pro M1,,2,0.0,5.0,12.2,5,4,5,4,3,23,0,0,0,Existing source content.,/บริการ/รับซื้อ-macbook-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,notebook,LOCKED
B0-0194,/บริการ/รับซื้อ-macbook-อุบล/macbook-intel/,model,Core/Existing,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,MacBook Intel,,,Apple,,MacBook Intel,,0,0.0,0.0,,5,4,5,4,3,21,0,0,0,Existing source content.,/บริการ/รับซื้อ-macbook-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,notebook,LOCKED
B0-0195,/บริการ/รับซื้อกล้อง-อุบล/sony-a7c/,model,Core/Existing,/บริการ/รับซื้อกล้อง-อุบล/,/บริการ/รับซื้อกล้อง-อุบล/,Sony A7C,,,Sony,,Sony A7C,,0,0.0,0.0,,5,4,5,4,3,21,0,0,0,Existing source content.,/บริการ/รับซื้อกล้อง-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,camera,LOCKED
B0-0196,/บริการ/รับซื้อกล้อง-อุบล/sony-a7-iii/,model,Core/Existing,/บริการ/รับซื้อกล้อง-อุบล/,/บริการ/รับซื้อกล้อง-อุบล/,Sony A7 III,,,Sony,,Sony A7 III,,0,0.0,0.0,,5,4,5,4,3,21,0,0,0,Existing source content.,/บริการ/รับซื้อกล้อง-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,camera,LOCKED
B0-0197,/บริการ/รับซื้อกล้อง-อุบล/sony-a6400/,model,Core/Existing,/บริการ/รับซื้อกล้อง-อุบล/,/บริการ/รับซื้อกล้อง-อุบล/,Sony A6400,,,Sony,,Sony A6400,,2,0.0,1.0,6.0,5,4,5,4,3,23,0,0,0,Existing source content.,/บริการ/รับซื้อกล้อง-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,camera,LOCKED
B0-0198,/บริการ/รับซื้อกล้อง-อุบล/sony-zv-e10/,model,Core/Existing,/บริการ/รับซื้อกล้อง-อุบล/,/บริการ/รับซื้อกล้อง-อุบล/,Sony ZV-E10,,,Sony,,Sony ZV-E10,,0,0.0,0.0,,5,4,5,4,3,21,0,0,0,Existing source content.,/บริการ/รับซื้อกล้อง-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,camera,LOCKED
B0-0199,/บริการ/รับซื้อกล้อง-อุบล/sony-a7-iv/,model,Core/Existing,/บริการ/รับซื้อกล้อง-อุบล/,/บริการ/รับซื้อกล้อง-อุบล/,Sony A7 IV,,,Sony,,Sony A7 IV,,2,0.0,2.0,7.5,5,4,5,4,3,23,0,0,0,Existing source content.,/บริการ/รับซื้อกล้อง-อุบล/,,P1,W0,EXISTING_OWNER,KEEP_OWNER,camera,LOCKED
B0-0200,/,home,Core/Existing,,,รับซื้อสินค้าไอที อุบลราชธานี,,,,,,,5,82.0,1120.0,6.61,5,4,3,4,3,24,0,0,0,Existing source content.,,,P0,W0,EXISTING_OWNER,PROTECT_WINNER,site_root,LOCKED
B0-0201,/บริการ/,hub,Core/Existing,,,บริการรับซื้อ,,,,,,,0,0.0,0.0,,5,2,3,4,3,17,0,0,0,Existing source content.,,,P1,W0,EXISTING_OWNER,KEEP_OWNER,service_hub,LOCKED
B0-0202,/พื้นที่/,hub,Core/Existing,,,พื้นที่ให้บริการ,,,,,,,4,1.0,22.0,7.55,2,2,3,4,3,18,0,0,0,Existing source content.,,,P1,W0,EXISTING_OWNER,KEEP_OWNER,non_core_local,LOCKED
B0-0203,/บทความ/,hub,Core/Existing,,,บทความ,,,,,,,2,0.0,10.0,9.6,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_guide,LOCKED
B0-0204,/ผลงาน/,hub,Core/Existing,,,ผลงาน,,,,,,,2,0.0,4.0,11.5,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0205,/ตัวอย่างเคสประเมิน/,hub,Core/Existing,,,ตัวอย่างเคสประเมิน,,,,,,,2,0.0,1.0,3.0,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_proof,LOCKED
B0-0206,/ติดต่อ/,utility,Utility,,,ติดต่อ,,,,,,,4,1.0,42.0,8.79,2,2,3,4,3,18,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_utility,LOCKED
B0-0207,/เกี่ยวกับเรา/,utility,Utility,,,เกี่ยวกับเรา,,,,,,,2,0.0,7.0,4.71,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_utility,LOCKED
B0-0208,/วิธีประเมินราคา/,utility,Utility,,,วิธีประเมินราคา,,,,,,,2,0.0,5.0,3.6,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_utility,LOCKED
B0-0209,/เงื่อนไขรับซื้อ/,utility,Utility,,,เงื่อนไขรับซื้อ,,,,,,,2,0.0,1.0,6.0,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_utility,LOCKED
B0-0210,/คำถามที่พบบ่อย/,utility,Utility,,,คำถามที่พบบ่อย,,,,,,,2,0.0,17.0,14.12,2,2,3,4,3,16,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_utility,LOCKED
B0-0211,/นโยบายความเป็นส่วนตัว/,utility,Utility,,,นโยบายความเป็นส่วนตัว,,,,,,,0,0.0,0.0,,2,2,3,4,3,14,0,0,0,Existing source content.,,,P1,W0,EXISTING_SUPPORT,KEEP_SUPPORT,non_core_utility,LOCKED
B0-0212,/บริการ/รับซื้อ-iphone-16-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 16 อุบล,,,Apple,iPhone,iPhone 16,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0213,/บริการ/รับซื้อ-iphone-16-plus-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 16 Plus อุบล,,,Apple,iPhone,iPhone 16 Plus,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0214,/บริการ/รับซื้อ-iphone-15-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 15 อุบล,,,Apple,iPhone,iPhone 15,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0215,/บริการ/รับซื้อ-iphone-15-plus-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 15 Plus อุบล,,,Apple,iPhone,iPhone 15 Plus,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0216,/บริการ/รับซื้อ-iphone-14-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 14 อุบล,,,Apple,iPhone,iPhone 14,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0217,/บริการ/รับซื้อ-iphone-14-plus-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 14 Plus อุบล,,,Apple,iPhone,iPhone 14 Plus,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0218,/บริการ/รับซื้อ-iphone-14-pro-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 14 Pro อุบล,,,Apple,iPhone,iPhone 14 Pro,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0219,/บริการ/รับซื้อ-iphone-13-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 13 อุบล,,,Apple,iPhone,iPhone 13,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0220,/บริการ/รับซื้อ-iphone-13-pro-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 13 Pro อุบล,,,Apple,iPhone,iPhone 13 Pro,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0221,/บริการ/รับซื้อ-iphone-13-mini-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 13 mini อุบล,,,Apple,iPhone,iPhone 13 mini,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0222,/บริการ/รับซื้อ-iphone-12-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 12 อุบล,,,Apple,iPhone,iPhone 12,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0223,/บริการ/รับซื้อ-iphone-12-mini-อุบล/,model,Model/iPhone,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อ iPhone 12 mini อุบล,,,Apple,iPhone,iPhone 12 mini,,5,0.0,0.0,,5,4,5,4,3,26,1,1,1,รุ่น/ปี ชิป ความจุ Battery Health กล้อง จอ และราคาตลาดมือสองของรุ่นนั้นโดยเฉพาะ,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /บทความ/prepare-iphone-for-sale/,P1,W3,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
